customerID,SharedDriverContribution,PrimaryLever,SecondaryLever,PrimaryLeverContribution,SHAP_Service_quality,SHAP_Billing_and_payment,SHAP_Protection_and_support,SHAP_Engagement_and_bundling,SHAP_Price_and_plan_fit
3889-VWBID,-1.5091805,Engagement and bundling,Service quality,0.054094605,-0.17928931,-0.22375497,-0.32501823,0.054094605,-0.33169496
5222-JCXZT,0.54392123,Protection and support,Engagement and bundling,0.065954424,-0.89094317,-0.35923323,0.065954424,-0.22299492,-0.92270094
9754-CLVZW,0.49186477,No actionable lever,Price and plan fit,-0.07979389,-0.3955452,-0.30482167,-0.34341902,-0.07979389,-0.08122297
1432-FPAXX,0.50454754,Billing and payment,Protection and support,0.35323375,-0.31720275,0.35323375,0.118516415,0.06233841,-0.025945514
2739-CCZMB,0.5381745,Protection and support,Engagement and bundling,0.06619073,-0.8646238,-0.3091331,0.06619073,-0.19774419,-0.4706053
7080-TNUWP,-0.7833746,Service quality,Protection and support,0.21927415,0.21927415,-0.10368008,0.11365485,-0.09755769,0.057480365
0496-AHOOK,-0.4638217,Engagement and bundling,Protection and support,0.20259014,-0.291275,-0.31549683,-0.26517767,0.20259014,-0.27663067
8336-TAVKX,-1.4951,Engagement and bundling,Service quality,0.0607546,-0.12870091,-0.24609281,-0.36705077,0.0607546,-0.30010065
2468-SJFLM,0.65550673,Service quality,Price and plan fit,0.29067886,0.29067886,-0.13028295,-0.19300821,-0.14763409,0.17474431
3181-VTHOE,-0.47796845,Engagement and bundling,Billing and payment,0.14757888,-0.170159,-0.07344408,-0.18764508,0.14757888,-0.324862
7168-HDQHG,0.4832387,Protection and support,Engagement and bundling,0.05843874,-0.78681123,-0.27809098,0.05843874,-0.1984829,-0.85978705
4803-AXVYP,0.48394734,Billing and payment,Service quality,0.33616814,0.28762725,0.33616814,-0.073027454,0.19766353,0.034240693
3884-HCSWG,0.5766879,Billing and payment,Service quality,0.38450024,0.31249094,0.38450024,0.12603152,-0.17665067,-0.0038480647
4567-AKPIA,-0.5403472,Price and plan fit,Engagement and bundling,0.3720727,0.22494017,-0.05439754,-0.12026294,0.25874826,0.3720727
5077-DXTCG,0.5975352,Billing and payment,Protection and support,0.32941556,-0.23600428,0.32941556,0.13705812,-0.16716538,0.105027184
1142-WACZW,0.58613014,No actionable lever,Engagement and bundling,-0.02679969,-0.21771038,-0.29846764,-0.02679969,-0.06475806,-0.07220353
7901-HXJVA,0.5739436,Service quality,Protection and support,0.3394725,0.3394725,-0.021616857,0.12781523,-0.23906988,-0.15124778
5649-ANRML,0.57288104,Service quality,Price and plan fit,0.28605545,0.28605545,-0.03870827,-0.11570074,-0.03638455,0.22860709
4892-VLANZ,0.60684955,Protection and support,Price and plan fit,0.08718412,-0.6557077,-0.32259062,0.08718412,-0.1699419,0.054858923
5924-IFQTT,0.5132018,Billing and payment,Engagement and bundling,0.3525421,-0.39168757,0.3525421,-0.15278077,0.045154467,0.0045367107
7968-QUXNS,0.49511963,Protection and support,Engagement and bundling,0.068154395,-0.915969,-0.4102523,0.068154395,-0.18597057,-0.92818725
2919-HBCJO,0.6445103,Service quality,Protection and support,0.3164235,0.3164235,-0.07922546,0.13004248,-0.20282105,0.016886309
4236-XPXAV,0.5568404,Service quality,Price and plan fit,0.3176145,0.3176145,-0.05911301,-0.10941482,0.06654175,0.31700295
8903-WMRNW,0.44387427,Service quality,Price and plan fit,0.3078876,0.3078876,-0.052600812,-0.17645639,0.055320207,0.06058106
2452-SNHFZ,0.5421838,Service quality,Price and plan fit,0.29077658,0.29077658,-0.31188112,-0.15573165,-0.18473354,-0.12599164
3629-WEAAM,0.4765131,No actionable lever,Engagement and bundling,-0.004148502,-0.3915829,-0.3504628,-0.06476893,-0.042361036,-0.004148502
6029-CSMJE,0.54686576,Protection and support,Engagement and bundling,0.13763647,-0.28521872,-0.1893282,0.13763647,-0.022229612,-0.20477214
7993-NQLJE,0.58255017,Service quality,Price and plan fit,0.31615514,0.31615514,-0.39283597,-0.15250629,-0.20596538,-0.05043248
9909-DFRJA,-0.5853746,Service quality,Price and plan fit,0.22791451,0.22791451,-0.08960211,-0.27054515,0.071894966,0.2192693
9099-FTUHS,0.4687415,Billing and payment,Engagement and bundling,0.052564777,-0.3919782,0.052564777,-0.13705179,-0.101820916,-0.112183504
0581-BXBUB,0.60612357,Service quality,Protection and support,0.30414295,0.30414295,-0.030431222,0.104796946,-0.21173552,-0.10279465
4962-CHQPW,-0.6601538,Protection and support,Engagement and bundling,0.0701905,-0.56810546,-0.35752064,0.0701905,-0.31355515,-0.62788564
9467-ROOLM,0.46136737,Protection and support,Engagement and bundling,0.065546565,-0.8041965,-0.42148533,0.065546565,-0.20049639,-0.93110377
3030-YZADT,0.5167627,Protection and support,Price and plan fit,0.124228485,-0.31533438,-0.37118128,0.124228485,-0.23111297,-0.17549838
7410-KTVFV,0.50079596,Protection and support,Price and plan fit,0.12087195,-0.30571747,-0.17662679,0.12087195,-0.19739063,0.007455159
5150-ITWWB,0.5435902,Price and plan fit,Service quality,0.3555683,0.3023482,0.2851857,0.138869,0.22678117,0.3555683
2253-KPMNB,-1.4409664,No actionable lever,Service quality,-0.12600027,-0.1524585,-0.26443508,-0.36438125,-0.12600027,-0.25380027
1345-ZUKID,-0.75351,Protection and support,Billing and payment,0.06260596,-0.6049063,-0.3326325,0.06260596,-0.35396296,-0.6093736
6429-SHBCB,0.45111027,Engagement and bundling,Protection and support,0.23902702,-0.3438226,-0.39466166,0.14650364,0.23902702,-0.2074014
9281-OFDMF,0.5033172,Service quality,Protection and support,0.29461098,0.29461098,-0.0012700344,0.092884265,0.0038023684,-0.12977044
2603-HVKCG,0.467644,Billing and payment,Service quality,0.33934972,0.30350667,0.33934972,0.084784985,0.08235457,0.29686284
1834-WULEG,-0.6556848,Protection and support,Engagement and bundling,0.0690484,-0.5826585,-0.34787837,0.0690484,-0.32244852,-0.5603485
9097-ZUBYC,0.49796784,No actionable lever,Protection and support,-0.02697954,-0.32321545,-0.3662747,-0.052395076,-0.17543781,-0.02697954
5148-ORICT,-1.496049,No actionable lever,Price and plan fit,-0.05023542,-0.16894862,-0.17110698,-0.3436748,-0.05023542,-0.13929152
4893-GYUJU,-0.75594735,Protection and support,Billing and payment,0.09154956,-0.56429195,-0.13243654,0.09154956,-0.36898068,-0.65581995
4578-PHJYZ,-0.7043467,Billing and payment,Engagement and bundling,0.35367694,-0.21294314,0.35367694,-0.15368049,-0.14000444,-0.18804917
7272-QDCKA,-0.5613565,Service quality,Engagement and bundling,0.25248903,0.25248903,-0.044013105,0.082417086,0.24945681,0.14615022
8908-SLFCJ,-1.5168886,Protection and support,Billing and payment,0.07770772,-0.5235985,-0.08099298,0.07770772,-0.22082219,-0.35522345
8393-DLHGA,0.5095594,Service quality,Billing and payment,0.33906776,0.33906776,0.33201694,0.079640076,0.053722806,0.10951133
9766-HGEDE,-0.66982853,Protection and support,Engagement and bundling,0.068376936,-0.5878425,-0.39192453,0.068376936,-0.3177998,-0.54151803
6968-MHOMU,-0.5073207,Engagement and bundling,Protection and support,0.4197722,-0.18382758,-0.088851765,0.15846245,0.4197722,-0.17811738
7395-IGJOS,0.53217965,Service quality,Protection and support,0.3027964,0.3027964,-0.3656337,0.119061954,-0.055807732,-0.16655403
5044-XDPYX,-1.451483,Protection and support,Engagement and bundling,0.07431912,-0.51122916,-0.31794906,0.07431912,-0.14962497,-0.5052038
1814-WFGVS,-1.4745696,No actionable lever,Service quality,-0.020184759,-0.14258985,-0.34068197,-0.38368407,-0.020184759,-0.21157824
2834-SPCJV,0.5151378,Service quality,Billing and payment,0.27609125,0.27609125,0.073490344,-0.12081097,-0.028944358,-0.055141315
3721-WKIIL,-1.5173455,Protection and support,Billing and payment,0.09014084,-0.56254613,-0.13565427,0.09014084,-0.27068326,-0.80621403
6734-CKRSM,0.56098735,Protection and support,Engagement and bundling,0.084449284,-0.8799858,-0.3459672,0.084449284,-0.22490296,-0.5746822
1265-ZFOSD,-1.5106546,Engagement and bundling,Service quality,0.047484577,-0.16894862,-0.17709777,-0.34745795,0.047484577,-0.22647366
6568-POCUI,-1.5986474,Service quality,Price and plan fit,0.20847142,0.20847142,-0.0811556,-0.077158034,0.11765043,0.1565032
7890-VYYWG,0.584695,Engagement and bundling,Protection and support,0.15736383,-0.22474107,-0.1251256,0.15371938,0.15736383,0.019234784
5197-LQXXH,-1.5564053,Engagement and bundling,Protection and support,0.16526833,-0.16585465,-0.11689064,-0.10984096,0.16526833,-0.25406438
9907-SWKKF,0.63639885,Protection and support,Price and plan fit,0.13209423,-0.22574677,-0.31263757,0.13209423,0.017624125,0.04760391
3457-PQBYH,-1.4392087,Protection and support,Engagement and bundling,0.06484007,-0.48497728,-0.24248606,0.06484007,-0.19857585,-0.41054016
7682-AZNDK,0.5513161,Billing and payment,Service quality,0.33548906,0.32522494,0.33548906,0.10295344,-0.055351682,-0.07113732
0587-DMGBH,0.5038552,Billing and payment,Price and plan fit,0.38200867,-0.35021394,0.38200867,-0.17916484,-0.16208313,-0.042562325
5384-ZTTWP,0.457228,Protection and support,Engagement and bundling,0.070178196,-0.84841526,-0.44501922,0.070178196,-0.17588359,-0.53226537
3745-HRPHI,-1.4950297,Engagement and bundling,Service quality,0.19464222,-0.15659976,-0.2679876,-0.17135964,0.19464222,-0.3402418
7636-OWBPG,0.531299,Protection and support,Engagement and bundling,0.11591139,-0.33182928,-0.13698228,0.11591139,-0.06509005,-0.32135874
1231-YNDEK,-1.3618724,Protection and support,Billing and payment,0.07114407,-0.53575957,-0.06980103,0.07114407,-0.2309768,-0.8246365
1407-DIGZV,-1.5509406,Protection and support,Engagement and bundling,0.06095873,-0.58824694,-0.35225537,0.06095873,-0.18775323,-0.846044
6397-JNZZG,0.4448242,Engagement and bundling,Protection and support,0.31413502,-0.27271584,-0.3109116,0.124891736,0.31413502,-0.0630458
0570-BFQHT,0.59055233,Service quality,Protection and support,0.33635247,0.33635247,-0.062881745,0.08237776,-0.17750736,-0.013099734
4393-OBCRR,-0.8510497,Protection and support,Billing and payment,0.060350873,-0.62368387,-0.2928808,0.060350873,-0.3439176,-0.5841826
3523-QRQLL,-0.51138306,Engagement and bundling,Protection and support,0.18842813,-0.22244653,-0.05724638,0.099041946,0.18842813,-0.0946097
8564-LDKFL,-0.5258703,Price and plan fit,Engagement and bundling,0.39751136,0.2288976,-0.056886367,0.0899088,0.31474352,0.39751136
3696-DFHHB,-1.4421985,Protection and support,Engagement and bundling,0.08340519,-0.5003934,-0.23464945,0.08340519,-0.1342468,-0.5389353
0895-DQHEW,0.44201165,Billing and payment,Service quality,0.3632115,0.2980344,0.3632115,0.108204216,0.19284675,0.054536864
4717-GHADL,-1.5412297,Engagement and bundling,Protection and support,0.22123846,-0.18565598,-0.13799152,-0.1379462,0.22123846,-0.277119
5501-TVMGM,0.5709704,Billing and payment,Protection and support,0.31075135,-0.23600428,0.31075135,0.15270674,-0.069217354,0.11449131
5879-HMFFH,-1.5523715,Engagement and bundling,Price and plan fit,0.12538972,-0.16578686,-0.2527782,-0.38415346,0.12538972,-0.12647149
6772-WFQRD,-0.75639784,Protection and support,Billing and payment,0.08198735,-0.5809883,-0.052882597,0.08198735,-0.3603092,-0.72428197
3810-DVDQQ,-1.5328722,Price and plan fit,Service quality,0.19571006,0.16577645,-0.083301134,-0.40032873,0.09055008,0.19571006
6972-SNKKW,0.47917807,Protection and support,Engagement and bundling,0.070752814,-0.94199765,-0.41310808,0.070752814,-0.18719931,-0.56081456
3694-GLTJM,0.51807046,Protection and support,Billing and payment,0.07874535,-0.9005089,-0.088140585,0.07874535,-0.18334667,-0.51524925
8550-XSXUQ,-0.50673926,Engagement and bundling,Protection and support,0.17047456,-0.19277667,-0.05844643,0.12489308,0.17047456,-0.23206306
8149-RSOUN,0.59518963,Price and plan fit,Billing and payment,0.42888814,0.29761127,0.30896452,0.1587866,0.16128972,0.42888814
9055-MOJJJ,-0.6533117,No actionable lever,Price and plan fit,-0.16340815,-0.18477754,-0.3012717,-0.28525552,-0.16340815,-0.17503323
4359-INNWN,-0.7434799,Protection and support,Billing and payment,0.064954415,-0.5517465,-0.29653752,0.064954415,-0.3148148,-0.33909008
0585-EGDDA,0.5505067,Billing and payment,Service quality,0.34809715,0.3105748,0.34809715,0.10339413,-0.1941942,-0.06888153
4032-RMHCI,-0.7299518,No actionable lever,Protection and support,-0.119386345,-0.18936384,-0.27557963,-0.13858227,-0.119386345,-0.23049274
0549-CYCQN,-0.8693384,Service quality,Protection and support,0.22222775,0.22222775,-0.08820821,0.12019899,-0.23465791,-0.20205775
3481-JHUZH,0.5509368,Billing and payment,Service quality,0.3482301,0.31763119,0.3482301,0.12983565,-0.049879096,-0.16702487
7250-EQKIY,0.59986186,Price and plan fit,Protection and support,0.133505,-0.22684167,-0.33507323,0.12561947,-0.14935717,0.133505
3594-IVHJZ,0.5855247,Protection and support,Billing and payment,0.083392546,-0.881158,-0.11166922,0.083392546,-0.22211094,-0.57450575
6869-FGJJC,-0.8218725,Service quality,Protection and support,0.2128648,0.2128648,-0.29592258,0.1125825,-0.36944088,-0.23065135
3896-ZVNET,-1.4652109,Protection and support,Engagement and bundling,0.08050746,-0.5136816,-0.3015606,0.08050746,-0.105783924,-0.25910327
8205-VSLRB,-1.4667481,Engagement and bundling,Service quality,0.109925106,-0.16858545,-0.24874099,-0.28255376,0.109925106,-0.33523402
5960-MVTUK,0.5797897,Billing and payment,Protection and support,0.32320264,-0.24630286,0.32320264,-0.065389216,-0.073232785,-0.17345555
6817-WTYHE,0.5775049,Protection and support,Price and plan fit,0.11467155,-0.22803937,-0.33846027,0.11467155,-0.20687936,-0.053872444
3082-VQXNH,0.5790297,Protection and support,Engagement and bundling,0.11577334,-0.22978607,-0.34025913,0.11577334,-0.029549196,-0.18992151
4013-UBXWQ,0.49998298,Billing and payment,Engagement and bundling,0.32879704,-0.40550044,0.32879704,-0.07516002,0.177162,0.014371417
4931-TRZWN,0.4853395,Billing and payment,Engagement and bundling,0.356838,-0.39665794,0.356838,-0.14327265,0.06181381,0.03347926
0750-EKNGL,0.5115694,Protection and support,Engagement and bundling,0.07446674,-0.8828642,-0.36477816,0.07446674,-0.18131125,-0.2777272
7669-LCRSD,0.51344943,Protection and support,Engagement and bundling,0.12801109,-0.38209748,-0.12279558,0.12801109,-0.060809173,-0.07059464
3567-PQTSO,-0.5700954,Price and plan fit,Billing and payment,0.37042472,0.22825935,0.28165308,0.08870847,0.27411962,0.37042472
5519-NPHVG,0.5567869,Billing and payment,Service quality,0.36947185,0.3516963,0.36947185,0.13645135,0.1755745,0.16891089
8043-PNYSD,-1.4579618,Protection and support,Engagement and bundling,0.07141758,-0.51679295,-0.31357202,0.07141758,-0.24885166,-0.67937225
9938-EKRGF,0.45647633,Engagement and bundling,Price and plan fit,0.03419849,-0.3121087,-0.33588558,-0.3161861,0.03419849,-0.034395218
2703-AMTUL,-0.6894214,No actionable lever,Protection and support,-0.0700371,-0.27279153,-0.3003345,-0.15362297,-0.29583836,-0.0700371
0928-JMXNP,0.5674182,Billing and payment,Protection and support,0.3347327,-0.24364448,0.3347327,0.14576505,0.04588148,0.018637303
8173-RXAYP,-1.4292674,Protection and support,Engagement and bundling,0.07092878,-0.50135934,-0.36500373,0.07092878,-0.20367178,-0.49653143
4825-XJGDM,-0.6859466,No actionable lever,Price and plan fit,-0.1682331,-0.1682331,-0.23883364,-0.35226247,-0.22817916,-0.19626006
5402-HTOTQ,0.48371962,Protection and support,Price and plan fit,0.07561803,-0.32775372,-0.007577666,0.07561803,-0.079499505,-0.004523076
6734-JDTTV,-1.471637,Protection and support,Billing and payment,0.0749118,-0.48361522,-0.10047699,0.0749118,-0.23089337,-0.5516148
7850-THJMU,-1.4420604,Protection and support,Engagement and bundling,0.069259346,-0.49763846,-0.28444698,0.069259346,-0.20223735,-0.5267744
3890-RTCMS,0.50629723,No actionable lever,Protection and support,-0.039065335,-0.29828554,-0.16570602,-0.07465079,-0.1885224,-0.039065335
8849-GYOKR,-0.5258725,Price and plan fit,Engagement and bundling,0.52617043,0.20868407,-0.26284426,-0.18708324,0.29760092,0.52617043
3148-BLQJT,0.60684955,Protection and support,Price and plan fit,0.0874657,-0.6549561,-0.32259062,0.0874657,-0.1699419,0.0653135
3717-FDJFU,-1.6463208,Protection and support,Engagement and bundling,0.08046897,-0.6168975,-0.29824176,0.08046897,-0.2372719,-0.70784867
3665-JATSN,0.48206037,Billing and payment,Engagement and bundling,0.40359405,-0.2849545,0.40359405,0.11709275,0.14269711,-0.02620782
7966-YOTQW,0.51290107,No actionable lever,Billing and payment,-0.052625854,-0.35454464,-0.13705827,-0.24009565,-0.052625854,-0.20812735
0461-CVKMU,0.54426646,Service quality,Billing and payment,0.3145618,0.3145618,0.005568615,-0.13121033,-0.16546263,-0.06482388
8806-EAGWC,0.56688607,Protection and support,Price and plan fit,0.12017785,-0.226084,-0.38943613,0.12017785,-0.052186728,-0.021614257
8853-TZDGH,-1.5183185,Price and plan fit,Service quality,0.24066068,0.17891185,-0.08666993,-0.080760464,0.16470227,0.24066068
7779-LGOVN,0.5941591,Service quality,Billing and payment,0.34429568,0.34429568,0.31736583,0.13879037,0.047703315,0.14740478
4324-BZCKL,0.5288082,Protection and support,Price and plan fit,0.107712306,-0.38075432,-0.1421476,0.107712306,-0.16737947,0.0018291287
6924-TDGMT,-0.7228531,Protection and support,Billing and payment,0.071501836,-0.6259705,-0.12288665,0.071501836,-0.32659945,-0.5383781
9710-ZUSHQ,0.404527,Service quality,Price and plan fit,0.28515956,0.28515956,-0.11165753,-0.22253132,0.21163043,0.22765338
1536-YHDOE,-0.7051749,No actionable lever,Billing and payment,-0.07336184,-0.22523603,-0.13680497,-0.28500482,-0.15752459,-0.07336184
8123-QBNAZ,0.44255263,Service quality,Engagement and bundling,0.29218432,0.29218432,-0.10011364,-0.17136802,0.18407732,0.11468224
3629-ZNKXA,0.48986045,Billing and payment,Service quality,0.31492645,0.31049472,0.31492645,0.07824665,0.072681196,0.1838966
4827-LTQRJ,-0.5142912,Price and plan fit,Engagement and bundling,0.27285445,0.19363724,-0.05195582,-0.3401937,0.24551344,0.27285445
7711-YIJWC,-0.45248115,Engagement and bundling,Service quality,0.14167874,-0.1902664,-0.23437257,-0.324872,0.14167874,-0.23545893
5482-VXSXJ,0.5321704,Service quality,Protection and support,0.33049408,0.33049408,-0.12875505,0.11782687,0.080208436,-0.074085176
7365-BVCJH,0.63707376,Billing and payment,Protection and support,0.34154525,-0.23634155,0.34154525,0.15212834,0.042354286,0.010458268
9620-ENEJV,0.6263849,Service quality,Protection and support,0.3503235,0.3503235,-0.34126064,0.11607987,-0.21758328,-0.054500185
4183-WCSEP,0.5514065,Billing and payment,Service quality,0.33228615,0.31604573,0.33228615,-0.15092236,-0.16519615,0.048187234
2378-YIZKA,-1.516926,Engagement and bundling,Billing and payment,0.03524955,-0.18722935,-0.09324004,-0.3561821,0.03524955,-0.27579078
5498-TXHLF,0.5371283,Service quality,Protection and support,0.3200907,0.3200907,0.0231136,0.14265533,0.041287884,0.011727665
0689-DSXGL,0.53883165,Service quality,Price and plan fit,0.27683258,0.27683258,-0.31320527,-0.12650958,-0.17848769,-0.108571365
6818-DJXAA,0.61039305,Service quality,Billing and payment,0.35901603,0.35901603,0.32416266,-0.05879371,-0.097461514,0.10422802
9722-UJOJR,0.55363476,Billing and payment,Service quality,0.3626191,0.320004,0.3626191,0.13697685,-0.16424863,-0.14331906
0464-WJTKO,-1.4678859,Protection and support,Engagement and bundling,0.103277355,-0.47515815,-0.24970855,0.103277355,-0.21328053,-0.6026235
8902-ZEOVF,-0.73313713,Protection and support,Billing and payment,0.07102413,-0.54802537,-0.28065363,0.07102413,-0.33255512,-0.5821713
6778-EICRF,-0.4763472,Engagement and bundling,Protection and support,0.30334514,-0.2882823,-0.3270235,-0.12902631,0.30334514,-0.1681416
2662-NNTDK,-0.7271934,Protection and support,Billing and payment,0.070475,-0.5227073,-0.2506093,0.070475,-0.28776014,-0.48124915
4132-KALRO,0.5451031,Price and plan fit,Service quality,0.38579294,0.3101811,-0.10340355,-0.06657036,0.19540966,0.38579294
3902-FOIGH,0.523672,Price and plan fit,Service quality,0.34908816,0.3418782,0.30623057,0.07287644,0.18372923,0.34908816
6772-KSATR,0.63960254,Billing and payment,Service quality,0.32455176,0.2808656,0.32455176,-0.16772063,-0.044250906,0.2335906
7112-OPOTK,0.5299389,Service quality,Protection and support,0.31175625,0.31175625,0.02329003,0.12236324,-0.17939189,-0.05978108
2874-YXVVA,0.42008197,Service quality,Billing and payment,0.30476093,0.30476093,0.30199656,-0.16805685,0.01387394,0.14876093
1245-HARPS,-1.5247538,Protection and support,Engagement and bundling,0.06647039,-0.5774404,-0.33195996,0.06647039,-0.25407675,-0.6953005
4210-QFJMF,0.6116882,Billing and payment,Service quality,0.3134684,0.3077831,0.3134684,0.14162925,-0.070564754,0.1814785
4323-ELYYB,-0.68566316,Protection and support,Engagement and bundling,0.06831994,-0.6109867,-0.34871554,0.06831994,-0.30781454,-0.50500304
4293-ETKAP,-1.5213797,Engagement and bundling,Billing and payment,0.2214073,-0.18145224,-0.08123125,-0.1259241,0.2214073,-0.2273028
6064-PUPMC,-0.6755536,No actionable lever,Protection and support,-0.2552085,-0.29126915,-0.2552085,-0.286262,-0.33377594,-0.31113708
6504-VBLFL,-1.3558537,Billing and payment,Protection and support,0.17431778,-0.18811244,0.17431778,-0.16349623,-0.17401904,-0.22064349
6322-PJJDJ,-1.5888702,Billing and payment,Service quality,0.3523284,0.2191863,0.3523284,0.10186214,0.08175794,0.045753755
0330-BGYZE,-0.49613684,Price and plan fit,Engagement and bundling,0.3680165,0.20969027,-0.31998432,0.1050025,0.3179884,0.3680165
1085-LDWAM,-0.7525116,Protection and support,Billing and payment,0.072661355,-0.56107396,-0.09313511,0.072661355,-0.3577019,-0.7591117
7586-ZATGZ,0.54685116,Billing and payment,Service quality,0.36967847,0.3196896,0.36967847,0.14615594,0.059298605,-0.11972598
7197-VOJMM,-1.4808192,No actionable lever,Billing and payment,-0.008362744,-0.17191532,-0.0883688,-0.34417737,-0.008362744,-0.3017375
3318-OSATS,0.4842439,Billing and payment,Service quality,0.3157404,0.31466836,0.3157404,0.16637407,0.24795857,-0.05577576
5828-AVIPD,-0.60916865,Billing and payment,Engagement and bundling,0.3257336,0.23498842,0.3257336,-0.057256725,0.2750582,0.2380797
1843-TLSGD,-1.5394417,Protection and support,Engagement and bundling,0.07531055,-0.53766656,-0.32453042,0.07531055,-0.201543,-0.36457765
9626-VFRGG,0.5654978,Service quality,Protection and support,0.32237592,0.32237592,-0.10556164,0.11214562,0.028193906,-0.11973553
7075-BNDVQ,0.56427306,Engagement and bundling,Price and plan fit,0.018101111,-0.247363,-0.36707756,-0.16808558,0.018101111,-0.037219953
9143-CANJF,0.46348843,Billing and payment,Price and plan fit,0.057579525,-0.39431217,0.057579525,-0.2592953,-0.17169313,-0.08606839
7284-BUYEC,0.51789254,Engagement and bundling,Protection and support,0.24391568,-0.30466446,-0.07674938,0.12591037,0.24391568,-0.004176624
2041-JIJCI,0.53057873,Billing and payment,Engagement and bundling,0.3085666,-0.33500662,0.3085666,0.101528056,0.1059599,-0.052083723
1086-LXKFY,0.6680906,Service quality,Price and plan fit,0.29170388,0.29170388,-0.10802661,0.14387736,-0.14591202,0.22406721
4900-MSOMT,-1.4863755,No actionable lever,Service quality,-0.05186415,-0.16028251,-0.27389646,-0.3557003,-0.05186415,-0.2355257
2229-VWQJH,0.49820602,Protection and support,Billing and payment,0.12713777,-0.33256197,-0.12977871,0.12713777,-0.25356185,-0.2896685
9194-GFVOI,-1.5453255,Engagement and bundling,Service quality,0.18061143,-0.19146454,-0.24898541,-0.26927772,0.18061143,-0.23275357
1336-EZFZY,0.5469543,Protection and support,Engagement and bundling,0.07193318,-0.8978214,-0.3402938,0.07193318,-0.22761239,-0.5537459
4282-MSACW,-0.48294777,Price and plan fit,Engagement and bundling,0.35321078,0.21028912,-0.07041095,-0.34231198,0.23184861,0.35321078
1403-LKLIK,-0.6549876,Protection and support,Engagement and bundling,0.066651374,-0.5615747,-0.32763484,0.066651374,-0.31086653,-0.5536772
2636-ALXXZ,0.6495074,Billing and payment,Service quality,0.29883707,0.28921586,0.29883707,0.14145885,-0.1583524,0.23228085
7774-OJSXI,-0.58007854,Billing and payment,Price and plan fit,0.34919786,0.23748061,0.34919786,0.09094724,0.25224316,0.324232
7786-WBJYI,0.63275564,Service quality,Protection and support,0.3034407,0.3034407,-0.34998617,0.10165657,-0.06027803,0.037922256
0136-IFMYD,-1.2760441,Price and plan fit,Billing and payment,0.5325031,0.19252181,0.27155402,-0.1463763,0.16054994,0.5325031
5144-TVGLP,0.47525,Service quality,Engagement and bundling,0.30920553,0.30920553,-0.0068195723,0.14473142,0.22442426,-0.064282134
9643-AVVWI,0.6358963,Billing and payment,Service quality,0.29095456,0.28890166,0.29095456,-0.15236227,-0.14473042,0.07760229
0253-ZTEOB,-1.4841405,Engagement and bundling,Billing and payment,0.17801632,-0.19551961,0.11649527,-0.15330589,0.17801632,-0.25865623
2706-QZIHY,-1.5250015,Protection and support,Engagement and bundling,0.07644135,-0.56771994,-0.3375209,0.07644135,-0.07893556,-0.47341248
6061-PQHMK,-0.73630846,Protection and support,Billing and payment,0.074577674,-0.58978045,-0.27707058,0.074577674,-0.37660107,-0.7389025
9885-CSMWE,0.62896806,Service quality,Price and plan fit,0.28977197,0.28977197,0.0086947,0.13144808,-0.050347146,0.26329505
6137-MFAJN,0.48336518,Billing and payment,Engagement and bundling,0.36191213,-0.30899817,0.36191213,-0.17155275,0.21957369,-0.11993509
9122-UMROB,0.60684955,Protection and support,Price and plan fit,0.0874657,-0.66759884,-0.32259062,0.0874657,-0.1699419,0.026804373
4232-JGKIY,0.5781949,Protection and support,Billing and payment,0.07753201,-0.7184994,-0.019301966,0.07753201,-0.16599609,-0.39726293
2402-TAIRZ,-0.8338952,Service quality,Billing and payment,0.2505461,0.2505461,0.08863543,0.08737704,-0.30932721,-0.12599653
9659-ZTWSM,-0.5239371,Price and plan fit,Engagement and bundling,0.37723753,0.20366856,-0.073880784,-0.11206811,0.29335284,0.37723753
9139-TWBAS,-0.7002965,Engagement and bundling,Price and plan fit,0.041923612,-0.28347346,-0.35823965,-0.137092,0.041923612,-0.09710194
6685-GBWJZ,-0.65585893,No actionable lever,Engagement and bundling,-0.1325497,-0.18932076,-0.24193503,-0.28628254,-0.15567225,-0.1325497
5016-ETTFF,0.5368976,Protection and support,Engagement and bundling,0.13310175,-0.31668413,-0.42942506,0.13310175,0.01789157,-0.10397958
3866-MDTUB,0.5483823,Billing and payment,Engagement and bundling,0.30537045,-0.30147016,0.30537045,-0.16857882,0.023794707,-0.10896011
2195-VVRJF,0.44410053,No actionable lever,Price and plan fit,-0.06007024,-0.3465795,-0.10660199,-0.18036717,-0.06007024,-0.06610048
3913-RDSJZ,-1.4532585,Protection and support,Engagement and bundling,0.08457884,-0.50765944,-0.32667848,0.08457884,-0.14018665,-0.57772595
8058-JMEQO,0.5960256,Service quality,Billing and payment,0.34101743,0.34101743,0.29781812,0.13933226,0.059554845,0.24151328
4203-QGNZA,0.45247316,Protection and support,Engagement and bundling,0.07922144,-0.7872077,-0.42904532,0.07922144,-0.17710923,-0.4690689
5043-TRZWM,0.6315669,Service quality,Price and plan fit,0.29057318,0.29057318,-0.013036885,0.12958503,-0.16267681,0.23958483
0697-ZMSWS,0.6118717,Billing and payment,Service quality,0.31752118,0.30760574,0.31752118,0.1472116,0.06044983,0.1654353
7657-DYEPJ,-0.71732444,No actionable lever,Price and plan fit,-0.07468334,-0.19266748,-0.07468334,-0.10456986,-0.16616902,-0.078776956
