customerID,gender,SeniorCitizen,Partner,Dependents,tenure,PhoneService,MultipleLines,InternetService,OnlineSecurity,OnlineBackup,DeviceProtection,TechSupport,StreamingTV,StreamingMovies,Contract,PaperlessBilling,PaymentMethod,MonthlyCharges,TotalCharges,Churn,ServiceCount,ChurnFlag,Cluster,CustomerSegment,TenureBand,ARPU,ChargeRatio,ContractRiskFlag,ValueTier,AutoPayFlag
5077-DXTCG,Female,0,No,No,1,Yes,No,DSL,No,No,No,No,No,No,Month-to-month,Yes,Electronic check,45.3,45.3,Yes,0,1,0,New Budget,0-6 months,45.3,1.0,1,Medium,0
1142-WACZW,Male,0,No,No,2,No,No,DSL,No,No,No,Yes,No,No,Month-to-month,No,Bank transfer (automatic),29.85,75.6,Yes,1,1,0,New Budget,0-6 months,37.8,0.7896825396825398,1,Medium,1
7901-HXJVA,Male,0,No,No,14,Yes,No,Fiber optic,No,No,Yes,No,No,No,Month-to-month,No,Electronic check,76.45,1117.55,No,1,0,3,New High-Spend,13-24 months,79.825,0.9577200125274036,1,High,0
5649-ANRML,Male,1,No,No,2,Yes,No,Fiber optic,No,Yes,Yes,Yes,No,Yes,Month-to-month,Yes,Credit card (automatic),95.1,180.25,Yes,4,1,3,New High-Spend,0-6 months,90.125,1.0552011095700415,1,High,1
4892-VLANZ,Male,0,No,No,1,Yes,No,No,No,No,No,No,No,No,Month-to-month,No,Mailed check,19.8,19.8,Yes,0,1,0,New Budget,0-6 months,19.8,1.0,1,Low,0
5924-IFQTT,Male,0,Yes,Yes,13,Yes,Yes,DSL,No,Yes,Yes,Yes,Yes,No,Month-to-month,Yes,Electronic check,72.8,930.05,No,4,0,3,New High-Spend,13-24 months,71.54230769230769,1.0175797000161282,1,High,0
7968-QUXNS,Male,0,No,No,6,Yes,No,No,No,No,No,No,No,No,Month-to-month,No,Mailed check,18.95,110.15,No,0,0,0,New Budget,0-6 months,18.35833333333333,1.032228778937812,1,Low,0
2919-HBCJO,Female,0,No,No,4,Yes,No,Fiber optic,No,Yes,No,No,No,No,Month-to-month,Yes,Bank transfer (automatic),76.65,333.6,Yes,1,1,3,New High-Spend,0-6 months,83.4,0.9190647482014388,1,High,1
4236-XPXAV,Female,0,Yes,Yes,5,Yes,No,Fiber optic,No,Yes,No,Yes,Yes,Yes,Month-to-month,Yes,Mailed check,99.15,465.05,Yes,4,1,3,New High-Spend,0-6 months,93.01,1.066014407053005,1,Premium,0
8903-WMRNW,Female,0,Yes,No,15,Yes,No,Fiber optic,Yes,No,Yes,No,Yes,Yes,Month-to-month,No,Electronic check,101.75,1669.4,No,4,0,3,New High-Spend,13-24 months,111.29333333333334,0.9142506289684916,1,Premium,0
2452-SNHFZ,Female,0,No,No,47,Yes,No,Fiber optic,Yes,No,No,No,No,No,Month-to-month,No,Credit card (automatic),75.45,3545.1,No,1,0,3,New High-Spend,25-48 months,75.42765957446808,1.0002961834645003,1,High,1
3629-WEAAM,Female,0,No,No,8,Yes,No,DSL,No,No,Yes,Yes,No,Yes,Month-to-month,No,Mailed check,64.1,504.05,No,3,0,3,New High-Spend,7-12 months,63.00625,1.017359388949509,1,Medium,0
6029-CSMJE,Male,0,No,No,17,No,No,DSL,No,No,No,No,No,No,Month-to-month,Yes,Mailed check,25.65,440.2,No,0,0,0,New Budget,13-24 months,25.894117647058824,0.990572467060427,1,Low,0
7993-NQLJE,Male,0,Yes,Yes,15,Yes,No,Fiber optic,Yes,No,No,No,No,No,Month-to-month,No,Mailed check,75.1,1151.55,No,1,0,3,New High-Spend,13-24 months,76.77,0.9782467109548,1,High,0
9909-DFRJA,Female,0,No,No,26,Yes,No,Fiber optic,Yes,No,Yes,Yes,No,Yes,One year,Yes,Bank transfer (automatic),95.85,2475.35,No,4,0,1,Established High-Value,25-48 months,95.20576923076922,1.006766719857798,0,Premium,1
9099-FTUHS,Female,0,No,No,23,Yes,Yes,DSL,Yes,No,No,No,No,No,Month-to-month,No,Electronic check,54.4,1249.25,No,1,0,3,New High-Spend,13-24 months,54.31521739130435,1.0015609365619371,1,Medium,0
0581-BXBUB,Female,1,No,No,4,Yes,No,Fiber optic,No,Yes,No,No,No,No,Month-to-month,No,Electronic check,72.75,317.75,No,1,0,3,New High-Spend,0-6 months,79.4375,0.9158143194335168,1,High,0
4962-CHQPW,Male,0,No,Yes,29,Yes,No,No,No,No,No,No,No,No,One year,No,Mailed check,19.85,535.05,No,0,0,0,New Budget,25-48 months,18.45,1.0758807588075885,0,Low,0
9467-ROOLM,Female,0,No,No,25,Yes,No,No,No,No,No,No,No,No,Month-to-month,No,Mailed check,19.05,461.3,No,0,0,0,New Budget,25-48 months,18.452,1.0324084110123564,1,Low,0
3030-YZADT,Male,0,No,No,9,Yes,No,DSL,No,No,No,No,No,No,Month-to-month,No,Mailed check,44.95,431.0,Yes,0,1,0,New Budget,7-12 months,47.888888888888886,0.9386310904872393,1,Medium,0
7410-KTVFV,Male,0,Yes,No,18,Yes,No,DSL,No,No,Yes,No,No,No,Month-to-month,Yes,Mailed check,49.55,878.35,Yes,1,1,0,New Budget,13-24 months,48.797222222222224,1.0154266522456878,1,Medium,0
5150-ITWWB,Male,1,No,No,3,Yes,Yes,Fiber optic,No,No,No,No,Yes,Yes,Month-to-month,Yes,Electronic check,94.85,335.75,No,2,0,3,New High-Spend,0-6 months,111.91666666666669,0.8475055845122859,1,Premium,0
2253-KPMNB,Female,0,Yes,Yes,69,No,No,DSL,Yes,Yes,Yes,Yes,No,No,Two year,No,Bank transfer (automatic),46.25,3121.4,No,4,0,1,Established High-Value,49-72 months,45.23768115942029,1.0223777792016402,0,Medium,1
1345-ZUKID,Male,0,No,No,14,Yes,No,No,No,No,No,No,No,No,One year,No,Mailed check,19.35,324.8,No,0,0,0,New Budget,13-24 months,23.2,0.8340517241379312,0,Low,0
6429-SHBCB,Male,0,No,No,19,Yes,Yes,DSL,No,No,No,No,Yes,Yes,Month-to-month,No,Mailed check,69.6,1394.55,No,2,0,3,New High-Spend,13-24 months,73.39736842105263,0.9482628804990856,1,High,0
9281-OFDMF,Male,1,No,No,39,Yes,Yes,Fiber optic,No,Yes,No,No,No,Yes,Month-to-month,No,Electronic check,90.7,3413.25,No,2,0,3,New High-Spend,25-48 months,87.51923076923077,1.0363436607339047,1,High,0
2603-HVKCG,Male,0,No,No,31,Yes,No,Fiber optic,No,Yes,Yes,No,Yes,Yes,Month-to-month,Yes,Electronic check,101.4,3143.65,No,4,0,1,Established High-Value,25-48 months,101.40806451612904,0.9999204746075424,1,Premium,0
1834-WULEG,Male,0,Yes,Yes,24,Yes,No,No,No,No,No,No,No,No,One year,No,Mailed check,20.25,439.75,No,0,0,0,New Budget,13-24 months,18.322916666666668,1.1051733939738486,0,Low,0
9097-ZUBYC,Male,0,Yes,No,14,Yes,No,DSL,No,No,No,Yes,No,No,Month-to-month,No,Bank transfer (automatic),48.8,664.4,No,1,0,0,New Budget,13-24 months,47.457142857142856,1.028296207104154,1,Medium,1
5148-ORICT,Female,0,Yes,No,64,Yes,No,DSL,Yes,Yes,Yes,Yes,No,Yes,Two year,Yes,Mailed check,74.35,4759.55,No,5,0,1,Established High-Value,49-72 months,74.36796875,0.9997583805191668,0,High,0
4893-GYUJU,Female,0,No,No,50,Yes,No,No,No,No,No,No,No,No,One year,Yes,Mailed check,19.35,1033.0,No,0,0,2,Established Budget,49-72 months,20.66,0.936592449177154,0,Low,0
4578-PHJYZ,Male,0,Yes,Yes,52,Yes,No,DSL,No,Yes,Yes,Yes,Yes,No,One year,Yes,Electronic check,68.75,3482.85,No,4,0,1,Established High-Value,49-72 months,66.97788461538461,1.0264582166903542,0,Medium,0
7272-QDCKA,Male,0,No,No,28,Yes,Yes,Fiber optic,No,Yes,No,No,Yes,Yes,One year,No,Electronic check,100.2,2688.45,No,3,0,3,New High-Spend,25-48 months,96.01607142857142,1.043575294314568,0,Premium,0
8908-SLFCJ,Female,0,No,No,21,Yes,No,No,No,No,No,No,No,No,Two year,Yes,Credit card (automatic),20.85,435.25,No,0,0,0,New Budget,13-24 months,20.726190476190474,1.0059735784032169,0,Low,1
8393-DLHGA,Male,0,No,Yes,25,Yes,No,Fiber optic,No,Yes,No,No,Yes,Yes,Month-to-month,Yes,Electronic check,95.9,2448.75,Yes,3,1,3,New High-Spend,25-48 months,97.95,0.9790709545686576,1,Premium,0
9766-HGEDE,Female,0,Yes,No,17,Yes,No,No,No,No,No,No,No,No,One year,No,Mailed check,19.35,307.0,No,0,0,0,New Budget,13-24 months,18.058823529411764,1.071498371335505,0,Low,0
6968-MHOMU,Male,0,Yes,No,58,No,No,DSL,No,No,No,No,Yes,Yes,One year,Yes,Credit card (automatic),45.0,2689.35,No,2,0,2,Established Budget,49-72 months,46.36810344827586,0.9704947292096604,0,Medium,1
7395-IGJOS,Male,1,Yes,No,17,Yes,No,Fiber optic,No,No,No,No,No,Yes,Month-to-month,No,Bank transfer (automatic),81.5,1329.2,Yes,1,1,3,New High-Spend,13-24 months,78.18823529411765,1.042356304544087,1,High,1
5044-XDPYX,Female,0,Yes,No,51,Yes,Yes,No,No,No,No,No,No,No,Two year,No,Mailed check,25.5,1281.25,No,0,0,2,Established Budget,49-72 months,25.12254901960784,1.0150243902439025,0,Low,0
1814-WFGVS,Male,0,Yes,Yes,72,No,No,DSL,Yes,No,Yes,Yes,Yes,No,Two year,No,Mailed check,48.9,3527.0,No,4,0,1,Established High-Value,49-72 months,48.98611111111112,0.9982421321236176,0,Medium,0
2834-SPCJV,Male,0,Yes,No,52,Yes,No,Fiber optic,Yes,No,No,No,Yes,No,Month-to-month,No,Electronic check,84.1,4348.65,Yes,2,1,1,Established High-Value,49-72 months,83.6278846153846,1.005645430190979,1,High,0
3721-WKIIL,Female,0,No,No,27,Yes,No,No,No,No,No,No,No,No,Two year,Yes,Mailed check,19.6,561.15,No,0,0,0,New Budget,25-48 months,20.78333333333333,0.943063352044908,0,Low,0
6734-CKRSM,Female,0,No,No,3,Yes,No,No,No,No,No,No,No,No,Month-to-month,No,Mailed check,20.0,63.6,No,0,0,0,New Budget,0-6 months,21.2,0.9433962264150944,1,Low,0
1265-ZFOSD,Female,0,Yes,No,64,Yes,Yes,DSL,Yes,Yes,Yes,Yes,No,Yes,Two year,Yes,Mailed check,81.3,5129.3,No,5,0,1,Established High-Value,49-72 months,80.1453125,1.0144074240149727,0,High,0
6568-POCUI,Female,0,Yes,No,45,Yes,No,Fiber optic,No,No,No,Yes,Yes,Yes,Two year,Yes,Credit card (automatic),95.2,4285.8,No,3,0,1,Established High-Value,25-48 months,95.24,0.999580008399832,0,Premium,1
7890-VYYWG,Male,1,Yes,No,3,No,No,DSL,No,No,No,No,Yes,No,Month-to-month,Yes,Mailed check,36.45,93.7,Yes,1,1,0,New Budget,0-6 months,31.23333333333333,1.1670224119530417,1,Low,0
5197-LQXXH,Female,0,Yes,No,71,Yes,Yes,DSL,No,Yes,Yes,Yes,Yes,Yes,Two year,Yes,Credit card (automatic),83.3,5894.5,No,5,0,1,Established High-Value,49-72 months,83.02112676056338,1.0033590635338028,0,High,1
9907-SWKKF,Female,1,No,No,1,No,No,DSL,No,No,No,No,No,No,Month-to-month,No,Mailed check,25.05,25.05,Yes,0,1,0,New Budget,0-6 months,25.05,1.0,1,Low,0
3457-PQBYH,Female,0,Yes,Yes,58,Yes,No,No,No,No,No,No,No,No,Two year,No,Credit card (automatic),20.3,1160.75,No,0,0,2,Established Budget,49-72 months,20.01293103448276,1.0143441740254149,0,Low,1
7682-AZNDK,Male,0,Yes,Yes,34,Yes,No,Fiber optic,No,Yes,Yes,No,Yes,No,Month-to-month,Yes,Electronic check,89.85,3091.75,No,3,0,3,New High-Spend,25-48 months,90.93382352941175,0.988081183795585,1,Premium,0
0587-DMGBH,Female,0,No,No,8,Yes,No,DSL,Yes,No,No,No,No,No,Month-to-month,Yes,Electronic check,49.85,365.55,Yes,1,1,0,New Budget,7-12 months,45.69375,1.0909588291615373,1,Medium,0
5384-ZTTWP,Female,0,Yes,Yes,15,Yes,No,No,No,No,No,No,No,No,Month-to-month,No,Mailed check,19.8,272.95,No,0,0,0,New Budget,13-24 months,18.196666666666665,1.088111375709837,1,Low,0
3745-HRPHI,Male,0,Yes,Yes,66,No,No,DSL,No,No,Yes,Yes,Yes,Yes,Two year,No,Bank transfer (automatic),54.65,3632.0,No,4,0,1,Established High-Value,49-72 months,55.03030303030303,0.9930892070484582,0,Medium,1
7636-OWBPG,Male,1,No,No,12,No,No,DSL,No,Yes,No,No,No,No,Month-to-month,Yes,Credit card (automatic),29.35,381.2,No,1,0,0,New Budget,7-12 months,31.766666666666666,0.9239244491080798,1,Low,1
1231-YNDEK,Male,0,No,No,58,Yes,No,No,No,No,No,No,No,No,Two year,Yes,Bank transfer (automatic),19.15,1035.5,No,0,0,2,Established Budget,49-72 months,17.853448275862068,1.0726219217769193,0,Low,1
1407-DIGZV,Female,0,Yes,Yes,3,Yes,No,No,No,No,No,No,No,No,Two year,No,Mailed check,19.1,52.0,No,0,0,0,New Budget,0-6 months,17.333333333333332,1.101923076923077,0,Low,0
6397-JNZZG,Female,1,Yes,No,43,No,No,DSL,No,Yes,Yes,No,Yes,Yes,Month-to-month,No,Credit card (automatic),55.55,2342.2,Yes,4,1,1,Established High-Value,25-48 months,54.46976744186046,1.019831782085219,1,Medium,1
0570-BFQHT,Female,0,No,No,9,Yes,No,Fiber optic,No,Yes,Yes,No,No,No,Month-to-month,No,Electronic check,80.55,653.9,No,2,0,3,New High-Spend,7-12 months,72.65555555555555,1.1086557577611256,1,High,0
4393-OBCRR,Female,0,No,No,3,Yes,No,No,No,No,No,No,No,No,One year,No,Mailed check,20.25,71.2,No,0,0,0,New Budget,0-6 months,23.73333333333333,0.8532303370786517,0,Low,0
3523-QRQLL,Female,0,Yes,Yes,22,Yes,No,DSL,No,Yes,No,No,Yes,Yes,One year,Yes,Bank transfer (automatic),69.5,1498.2,Yes,3,1,3,New High-Spend,13-24 months,68.10000000000001,1.0205580029368575,0,Medium,1
8564-LDKFL,Male,0,Yes,No,40,Yes,Yes,Fiber optic,No,Yes,Yes,No,Yes,Yes,One year,Yes,Bank transfer (automatic),106.0,4178.65,No,4,0,1,Established High-Value,25-48 months,104.46625,1.0146817752144832,0,Premium,1
3696-DFHHB,Female,0,No,No,68,Yes,Yes,No,No,No,No,No,No,No,Two year,No,Bank transfer (automatic),25.5,1821.8,No,0,0,2,Established Budget,49-72 months,26.791176470588237,0.9518059062465694,0,Low,1
0895-DQHEW,Male,0,Yes,No,54,Yes,Yes,Fiber optic,No,Yes,Yes,No,Yes,Yes,Month-to-month,Yes,Electronic check,104.3,5278.15,Yes,4,1,1,Established High-Value,49-72 months,97.74351851851851,1.0670784271004046,1,Premium,0
4717-GHADL,Female,0,No,No,50,Yes,Yes,DSL,No,Yes,No,Yes,Yes,Yes,Two year,Yes,Mailed check,79.6,4024.2,No,4,0,1,Established High-Value,49-72 months,80.484,0.9890164504746284,0,High,0
5501-TVMGM,Male,0,No,No,1,Yes,No,DSL,No,No,No,No,No,Yes,Month-to-month,Yes,Electronic check,55.25,55.25,No,1,0,0,New Budget,0-6 months,55.25,1.0,1,Medium,0
5879-HMFFH,Female,0,Yes,No,72,Yes,Yes,DSL,Yes,Yes,Yes,Yes,Yes,Yes,Two year,No,Bank transfer (automatic),88.05,6520.8,No,6,0,1,Established High-Value,49-72 months,90.56666666666666,0.972211998527788,0,Premium,1
6772-WFQRD,Male,0,No,Yes,40,Yes,No,No,No,No,No,No,No,No,One year,Yes,Bank transfer (automatic),20.4,854.9,No,0,0,2,Established Budget,25-48 months,21.3725,0.9544976020587204,0,Low,1
3810-DVDQQ,Female,0,Yes,Yes,72,Yes,Yes,Fiber optic,Yes,Yes,Yes,Yes,Yes,Yes,Two year,Yes,Bank transfer (automatic),117.6,8308.9,No,6,0,1,Established High-Value,49-72 months,115.40138888888887,1.019051860053677,0,Premium,1
6972-SNKKW,Female,0,No,No,6,Yes,No,No,No,No,No,No,No,No,Month-to-month,No,Mailed check,20.0,109.2,No,0,0,0,New Budget,0-6 months,18.2,1.098901098901099,1,Low,0
3694-GLTJM,Female,0,No,No,5,Yes,No,No,No,No,No,No,No,No,Month-to-month,Yes,Credit card (automatic),19.65,92.05,No,0,0,0,New Budget,0-6 months,18.41,1.0673546985334057,1,Low,1
8550-XSXUQ,Male,0,Yes,No,48,Yes,Yes,DSL,No,Yes,Yes,No,No,Yes,One year,Yes,Credit card (automatic),70.55,3420.5,No,3,0,1,Established High-Value,25-48 months,71.26041666666667,0.9900306972664814,0,High,1
8149-RSOUN,Female,0,No,No,1,Yes,Yes,Fiber optic,No,No,No,No,Yes,Yes,Month-to-month,Yes,Electronic check,93.85,93.85,Yes,2,1,3,New High-Spend,0-6 months,93.85,1.0,1,Premium,0
9055-MOJJJ,Female,0,Yes,Yes,64,Yes,No,DSL,Yes,No,No,Yes,Yes,No,One year,No,Mailed check,65.8,4068.0,No,3,0,1,Established High-Value,49-72 months,63.5625,1.0352015732546709,0,Medium,0
4359-INNWN,Female,0,No,No,17,Yes,No,No,No,No,No,No,No,No,One year,No,Credit card (automatic),20.05,337.9,No,0,0,0,New Budget,13-24 months,19.876470588235293,1.0087303936075762,0,Low,1
0585-EGDDA,Male,0,Yes,No,40,Yes,No,Fiber optic,No,Yes,Yes,No,No,No,Month-to-month,Yes,Electronic check,80.0,3168.75,No,2,0,3,New High-Spend,25-48 months,79.21875,1.009861932938856,1,High,0
4032-RMHCI,Female,0,Yes,Yes,41,No,No,DSL,Yes,No,Yes,No,No,No,One year,No,Credit card (automatic),35.4,1412.4,No,2,0,2,Established Budget,25-48 months,34.44878048780488,1.027612574341546,0,Low,1
0549-CYCQN,Male,1,No,No,51,Yes,Yes,Fiber optic,No,Yes,No,No,No,No,One year,Yes,Bank transfer (automatic),79.6,3974.7,No,1,0,3,New High-Spend,49-72 months,77.93529411764706,1.0213601026492565,0,High,1
3481-JHUZH,Male,0,Yes,No,41,Yes,Yes,Fiber optic,No,Yes,No,No,No,No,Month-to-month,Yes,Electronic check,80.25,3439.0,No,1,0,3,New High-Spend,25-48 months,83.8780487804878,0.9567461471357952,1,High,0
7250-EQKIY,Female,0,Yes,Yes,1,Yes,No,DSL,No,No,Yes,No,No,No,Month-to-month,No,Mailed check,50.45,50.45,Yes,1,1,0,New Budget,0-6 months,50.45,1.0,1,Medium,0
3594-IVHJZ,Female,0,No,No,2,Yes,No,No,No,No,No,No,No,No,Month-to-month,Yes,Mailed check,20.45,42.45,No,0,0,0,New Budget,0-6 months,21.225,0.9634864546525322,1,Low,0
6869-FGJJC,Male,0,No,No,68,Yes,No,Fiber optic,No,Yes,Yes,No,No,No,One year,No,Credit card (automatic),79.6,5461.45,No,2,0,1,Established High-Value,49-72 months,80.31544117647059,0.9910921092383892,0,High,1
3896-ZVNET,Female,0,Yes,Yes,24,Yes,Yes,No,No,No,No,No,No,No,Two year,No,Mailed check,24.7,571.75,No,0,0,0,New Budget,13-24 months,23.822916666666668,1.0368167905553125,0,Low,0
8205-VSLRB,Male,0,Yes,No,70,Yes,Yes,DSL,Yes,No,Yes,Yes,No,Yes,Two year,No,Credit card (automatic),77.3,5498.2,No,4,0,1,Established High-Value,49-72 months,78.54571428571428,0.9841402640864284,0,High,1
5960-MVTUK,Male,0,No,No,3,No,No,DSL,No,No,No,Yes,No,No,Month-to-month,Yes,Electronic check,29.75,96.85,No,1,0,0,New Budget,0-6 months,32.28333333333333,0.921528136293237,1,Low,0
6817-WTYHE,Male,0,No,No,2,Yes,No,DSL,No,No,No,No,No,No,Month-to-month,No,Bank transfer (automatic),44.9,111.05,No,0,0,0,New Budget,0-6 months,55.525,0.8086447546150383,1,Medium,1
3082-VQXNH,Male,0,Yes,No,3,No,No,DSL,No,Yes,No,No,No,No,Month-to-month,No,Credit card (automatic),29.8,94.4,No,1,0,0,New Budget,0-6 months,31.46666666666667,0.9470338983050848,1,Low,1
4013-UBXWQ,Female,0,No,No,7,Yes,Yes,DSL,No,No,No,Yes,Yes,Yes,Month-to-month,Yes,Electronic check,74.65,521.1,Yes,3,1,3,New High-Spend,7-12 months,74.44285714285715,1.0027825753214354,1,High,0
4931-TRZWN,Female,0,No,No,13,Yes,No,DSL,Yes,No,No,No,Yes,Yes,Month-to-month,Yes,Electronic check,71.95,923.85,No,3,0,3,New High-Spend,13-24 months,71.06538461538462,1.0124479082102074,1,High,0
0750-EKNGL,Male,0,No,No,7,Yes,No,No,No,No,No,No,No,No,Month-to-month,No,Mailed check,20.75,141.1,No,0,0,0,New Budget,7-12 months,20.15714285714285,1.0294117647058825,1,Low,0
7669-LCRSD,Male,0,Yes,Yes,12,Yes,No,DSL,No,No,No,No,Yes,No,Month-to-month,Yes,Mailed check,56.3,628.65,No,1,0,3,New High-Spend,7-12 months,52.3875,1.0746838463373898,1,Medium,0
3567-PQTSO,Male,0,Yes,Yes,53,Yes,Yes,Fiber optic,No,Yes,Yes,No,Yes,Yes,One year,Yes,Electronic check,105.25,5576.3,No,4,0,1,Established High-Value,49-72 months,105.21320754716982,1.0003496942417014,0,Premium,0
5519-NPHVG,Female,0,No,No,12,Yes,Yes,Fiber optic,No,No,No,No,Yes,Yes,Month-to-month,Yes,Electronic check,94.2,1046.1,Yes,2,1,3,New High-Spend,7-12 months,87.175,1.080585030111844,1,High,0
8043-PNYSD,Male,0,Yes,Yes,63,Yes,No,No,No,No,No,No,No,No,Two year,No,Mailed check,19.55,1245.6,No,0,0,2,Established Budget,49-72 months,19.77142857142857,0.9888005780346822,0,Low,0
9938-EKRGF,Female,0,No,No,15,Yes,No,DSL,Yes,Yes,Yes,Yes,Yes,Yes,Month-to-month,No,Mailed check,84.45,1287.85,No,6,0,1,Established High-Value,13-24 months,85.85666666666665,0.98361610435998,1,High,0
2703-AMTUL,Male,0,Yes,Yes,36,Yes,No,DSL,Yes,Yes,No,No,No,No,One year,No,Mailed check,53.65,1939.35,No,2,0,3,New High-Spend,25-48 months,53.87083333333333,0.995900688374971,0,Medium,0
0928-JMXNP,Male,1,Yes,No,4,No,No,DSL,No,No,Yes,No,No,No,Month-to-month,Yes,Electronic check,29.9,118.25,No,1,0,0,New Budget,0-6 months,29.5625,1.011416490486258,1,Low,0
8173-RXAYP,Female,0,Yes,Yes,24,Yes,No,No,No,No,No,No,No,No,Two year,No,Mailed check,19.7,452.55,No,0,0,0,New Budget,13-24 months,18.85625,1.0447464368578057,0,Low,0
4825-XJGDM,Female,0,No,No,61,No,No,DSL,Yes,Yes,Yes,Yes,No,No,One year,No,Credit card (automatic),43.7,2696.55,No,4,0,1,Established High-Value,49-72 months,44.20573770491804,0.9885594556006748,0,Medium,1
5402-HTOTQ,Male,0,No,No,16,Yes,Yes,DSL,No,Yes,No,No,No,No,Month-to-month,No,Electronic check,55.3,875.35,No,1,0,3,New High-Spend,13-24 months,54.709375,1.010795681727309,1,Medium,0
6734-JDTTV,Male,0,Yes,Yes,65,Yes,No,No,No,No,No,No,No,No,Two year,Yes,Credit card (automatic),19.85,1267.05,No,0,0,2,Established Budget,49-72 months,19.493076923076924,1.0183102482143562,0,Low,1
7850-THJMU,Female,0,Yes,Yes,26,Yes,No,No,No,No,No,No,No,No,Two year,No,Credit card (automatic),19.65,494.9,No,0,0,0,New Budget,25-48 months,19.034615384615385,1.0323297635886035,0,Low,1
3890-RTCMS,Male,0,No,No,16,Yes,No,DSL,No,No,No,Yes,No,No,Month-to-month,Yes,Mailed check,49.45,799.0,No,1,0,0,New Budget,13-24 months,49.9375,0.9902377972465582,1,Medium,0
8849-GYOKR,Female,0,Yes,No,54,Yes,Yes,Fiber optic,Yes,Yes,No,No,Yes,Yes,One year,No,Bank transfer (automatic),106.55,5763.3,Yes,4,1,1,Established High-Value,49-72 months,106.72777777777776,0.9983342876477018,0,Premium,1
3148-BLQJT,Male,0,No,No,1,Yes,No,No,No,No,No,No,No,No,Month-to-month,No,Mailed check,20.1,20.1,Yes,0,1,0,New Budget,0-6 months,20.1,1.0,1,Low,0
3717-FDJFU,Male,0,No,Yes,5,Yes,No,No,No,No,No,No,No,No,Two year,No,Mailed check,20.45,106.9,No,0,0,0,New Budget,0-6 months,21.380000000000003,0.9565014031805424,0,Low,0
3665-JATSN,Female,0,No,No,19,No,No,DSL,No,Yes,No,No,No,Yes,Month-to-month,Yes,Electronic check,39.7,710.05,No,2,0,0,New Budget,13-24 months,37.37105263157895,1.0623195549609183,1,Medium,0
7966-YOTQW,Male,0,No,No,10,Yes,Yes,DSL,Yes,No,No,No,No,No,Month-to-month,Yes,Credit card (automatic),54.5,568.2,No,1,0,0,New Budget,7-12 months,56.82000000000001,0.9591693065821892,1,Medium,1
0461-CVKMU,Female,0,Yes,Yes,23,Yes,No,Fiber optic,No,Yes,Yes,Yes,No,No,Month-to-month,No,Electronic check,83.8,1900.25,Yes,3,1,3,New High-Spend,13-24 months,82.6195652173913,1.014287593737666,1,High,0
8806-EAGWC,Male,0,No,No,3,Yes,No,DSL,No,No,No,No,Yes,No,Month-to-month,No,Mailed check,55.15,159.15,Yes,1,1,0,New Budget,0-6 months,53.05,1.0395852968897266,1,Medium,0
8853-TZDGH,Female,0,No,No,72,Yes,Yes,Fiber optic,No,Yes,Yes,Yes,Yes,Yes,Two year,Yes,Bank transfer (automatic),111.6,8012.75,No,5,0,1,Established High-Value,49-72 months,111.28819444444444,1.002801784655705,0,Premium,1
7779-LGOVN,Male,1,Yes,No,10,Yes,Yes,Fiber optic,No,No,No,No,No,Yes,Month-to-month,Yes,Electronic check,86.65,856.65,Yes,1,1,3,New High-Spend,7-12 months,85.66499999999999,1.0114982781766184,1,High,0
4324-BZCKL,Female,0,Yes,Yes,10,Yes,No,DSL,No,Yes,Yes,No,No,No,Month-to-month,Yes,Mailed check,55.55,551.3,No,2,0,3,New High-Spend,7-12 months,55.13,1.0076183566116452,1,Medium,0
6924-TDGMT,Male,0,Yes,No,11,Yes,No,No,No,No,No,No,No,No,One year,Yes,Mailed check,20.55,184.95,No,0,0,0,New Budget,7-12 months,16.813636363636363,1.2222222222222223,0,Low,0
9710-ZUSHQ,Female,1,No,No,37,Yes,Yes,Fiber optic,Yes,Yes,No,No,Yes,Yes,Month-to-month,Yes,Bank transfer (automatic),106.75,4056.75,Yes,4,1,1,Established High-Value,25-48 months,109.64189189189187,0.9736242065692982,1,Premium,1
1536-YHDOE,Male,0,Yes,Yes,17,Yes,Yes,DSL,Yes,No,No,Yes,No,No,One year,Yes,Mailed check,62.1,1096.65,No,2,0,3,New High-Spend,13-24 months,64.50882352941177,0.96265900697579,0,Medium,0
8123-QBNAZ,Female,0,Yes,Yes,36,Yes,Yes,Fiber optic,Yes,No,Yes,No,Yes,Yes,Month-to-month,Yes,Credit card (automatic),104.5,3684.95,No,4,0,1,Established High-Value,25-48 months,102.35972222222222,1.0209093746183802,1,Premium,1
3629-ZNKXA,Male,1,No,No,17,Yes,No,Fiber optic,No,Yes,Yes,No,Yes,Yes,Month-to-month,Yes,Electronic check,101.8,1752.45,No,4,0,3,New High-Spend,13-24 months,103.08529411764708,0.9875317412764986,1,Premium,0
4827-LTQRJ,Female,1,Yes,Yes,66,Yes,Yes,Fiber optic,Yes,Yes,No,Yes,Yes,Yes,One year,Yes,Credit card (automatic),110.6,7210.85,No,5,0,1,Established High-Value,49-72 months,109.25530303030304,1.012307841655283,0,Premium,1
7711-YIJWC,Male,0,Yes,Yes,61,Yes,No,DSL,Yes,Yes,Yes,Yes,Yes,Yes,One year,No,Bank transfer (automatic),84.9,5264.5,No,6,0,1,Established High-Value,49-72 months,86.30327868852459,0.9837401462627032,0,High,1
